,day,AAL,UAL,ANA,KLM,AFR,JAL,AXM,EZY,JST,ROU,RYR,TRA,CLX,FDX,GEC,GTI,UPS
306,2020-11-02 00:00:00+00:00,1660,1049,420,273,331,341,11.0,117.0,65.0,1.0,950.0,41.0,54,242,24,112,197
307,2020-11-03 00:00:00+00:00,1355,923,475,245,235,353,12.0,62.0,65.0,4.0,476.0,22.0,51,915,24,111,782
308,2020-11-04 00:00:00+00:00,1311,935,439,251,251,334,27.0,50.0,68.0,5.0,498.0,22.0,46,1036,23,113,815
309,2020-11-05 00:00:00+00:00,1546,987,422,265,236,330,19.0,85.0,70.0,6.0,494.0,31.0,55,981,27,122,804
310,2020-11-06 00:00:00+00:00,1620,1096,426,277,279,343,26.0,81.0,90.0,5.0,1154.0,52.0,59,860,21,119,700
311,2020-11-07 00:00:00+00:00,1634,1057,436,264,255,346,17.0,68.0,66.0,5.0,847.0,29.0,55,555,23,127,293
312,2020-11-08 00:00:00+00:00,1652,1038,436,285,258,356,25.0,49.0,96.0,4.0,1129.0,38.0,61,290,26,101,153
313,2020-11-09 00:00:00+00:00,1622,1023,426,262,223,331,9.0,44.0,73.0,7.0,922.0,31.0,47,242,22,113,197
314,2020-11-10 00:00:00+00:00,1276,909,432,226,163,331,14.0,14.0,64.0,4.0,471.0,14.0,46,893,23,115,782
315,2020-11-11 00:00:00+00:00,1374,916,437,259,193,326,16.0,7.0,76.0,6.0,466.0,21.0,50,1061,24,124,837
316,2020-11-12 00:00:00+00:00,1556,957,428,253,175,327,20.0,29.0,74.0,8.0,450.0,20.0,57,974,26,122,831
317,2020-11-13 00:00:00+00:00,1645,1031,440,269,211,353,25.0,41.0,93.0,7.0,1098.0,38.0,55,864,22,123,748
318,2020-11-14 00:00:00+00:00,1645,999,443,248,174,363,11.0,11.0,76.0,7.0,604.0,26.0,50,572,23,120,294
319,2020-11-15 00:00:00+00:00,1647,1057,440,269,190,362,15.0,29.0,99.0,7.0,811.0,27.0,61,300,25,107,139
320,2020-11-16 00:00:00+00:00,1656,1051,424,264,223,332,15.0,33.0,80.0,5.0,679.0,28.0,59,278,23,118,203
321,2020-11-17 00:00:00+00:00,1250,939,433,231,144,327,7.0,4.0,71.0,5.0,352.0,15.0,53,914,21,123,781
322,2020-11-18 00:00:00+00:00,1392,919,434,227,189,338,7.0,3.0,78.0,3.0,193.0,19.0,44,1074,22,127,836
323,2020-11-19 00:00:00+00:00,1579,977,447,243,166,323,8.0,22.0,84.0,7.0,212.0,21.0,61,1019,23,135,824
324,2020-11-20 00:00:00+00:00,1647,1060,500,247,221,367,22.0,33.0,78.0,9.0,659.0,30.0,56,918,22,133,729
325,2020-11-21 00:00:00+00:00,1672,1087,507,202,167,378,9.0,6.0,74.0,8.0,387.0,24.0,49,599,19,129,328
326,2020-11-22 00:00:00+00:00,1672,1075,454,231,201,334,24.0,27.0,94.0,12.0,508.0,20.0,60,323,23,112,159
327,2020-11-23 00:00:00+00:00,1310,1022,514,249,215,392,8.0,33.0,88.0,5.0,363.0,20.0,53,287,21,134,235
328,2020-11-24 00:00:00+00:00,1511,1001,436,203,152,332,9.0,6.0,85.0,6.0,129.0,10.0,46,942,24,109,910
329,2020-11-25 00:00:00+00:00,1655,1013,448,211,188,330,14.0,6.0,93.0,5.0,110.0,15.0,48,1089,26,116,960
330,2020-11-26 00:00:00+00:00,983,877,440,230,165,334,16.0,29.0,91.0,5.0,120.0,6.0,58,600,24,119,523
331,2020-11-27 00:00:00+00:00,1020,769,432,252,228,363,38.0,38.0,107.0,7.0,516.0,26.0,57,558,22,79,308
332,2020-11-28 00:00:00+00:00,1580,1089,456,204,175,353,11.0,6.0,93.0,10.0,301.0,20.0,51,615,22,112,302
333,2020-11-29 00:00:00+00:00,1753,1229,445,233,192,369,21.0,28.0,120.0,11.0,491.0,10.0,57,318,23,109,169
334,2020-11-30 00:00:00+00:00,1698,1078,407,235,193,299,7.0,36.0,105.0,6.0,350.0,19.0,48,247,22,111,260
335,2020-12-01 00:00:00+00:00,1472,997,477,217,166,368,17.0,5.0,151.0,4.0,176.0,10.0,47,1006,24,107,959
336,2020-12-02 00:00:00+00:00,1344,982,486,210,200,351,18.0,11.0,148.0,4.0,223.0,14.0,51,1182,23,133,986
337,2020-12-03 00:00:00+00:00,1537,981,486,222,177,368,13.0,68.0,173.0,6.0,129.0,8.0,62,1151,23,122,996
338,2020-12-04 00:00:00+00:00,1563,1003,531,232,220,370,44.0,130.0,192.0,8.0,523.0,28.0,60,1028,20,120,832
339,2020-12-05 00:00:00+00:00,1465,983,540,216,180,364,28.0,68.0,165.0,11.0,301.0,20.0,46,766,26,110,344
340,2020-12-06 00:00:00+00:00,1565,1027,545,222,201,378,37.0,124.0,203.0,10.0,494.0,12.0,57,360,25,98,169
341,2020-12-07 00:00:00+00:00,1594,993,457,244,230,339,34.0,96.0,168.0,6.0,388.0,20.0,56,306,22,102,288
342,2020-12-08 00:00:00+00:00,1226,898,461,223,171,346,20.0,35.0,152.0,4.0,118.0,10.0,51,1012,22,110,946
343,2020-12-09 00:00:00+00:00,1287,868,473,222,213,344,28.0,33.0,157.0,7.0,137.0,15.0,55,1168,26,117,985
344,2020-12-10 00:00:00+00:00,1529,952,470,241,174,351,53.0,77.0,179.0,7.0,135.0,7.0,59,1164,24,134,980
345,2020-12-11 00:00:00+00:00,1563,983,533,248,239,362,74.0,128.0,206.0,8.0,575.0,28.0,61,1043,21,130,837
346,2020-12-12 00:00:00+00:00,1448,979,527,238,197,368,62.0,85.0,202.0,9.0,350.0,20.0,61,776,20,111,336
347,2020-12-13 00:00:00+00:00,1543,1024,521,252,214,345,74.0,136.0,217.0,8.0,562.0,10.0,56,374,25,105,176
348,2020-12-14 00:00:00+00:00,1626,985,454,272,300,328,59.0,83.0,209.0,9.0,411.0,18.0,61,331,22,104,289
349,2020-12-15 00:00:00+00:00,1235,910,449,240,284,309,61.0,46.0,202.0,5.0,155.0,11.0,45,1046,21,122,970
350,2020-12-16 00:00:00+00:00,1258,833,461,254,314,337,68.0,60.0,207.0,5.0,162.0,15.0,55,1193,22,128,1041
351,2020-12-17 00:00:00+00:00,1478,935,464,273,315,343,88.0,152.0,223.0,7.0,532.0,22.0,60,1147,24,125,986
352,2020-12-18 00:00:00+00:00,1688,1198,519,314,412,365,127.0,261.0,241.0,18.0,1114.0,27.0,57,1044,24,125,1030
353,2020-12-19 00:00:00+00:00,1673,1246,510,346,404,364,123.0,265.0,233.0,18.0,884.0,32.0,53,806,23,124,971
354,2020-12-20 00:00:00+00:00,1722,1255,509,326,427,359,121.0,280.0,242.0,13.0,1029.0,34.0,58,474,23,110,855
355,2020-12-21 00:00:00+00:00,1705,1265,458,304,403,330,107.0,183.0,210.0,17.0,784.0,31.0,60,420,19,124,689
356,2020-12-22 00:00:00+00:00,1702,1189,451,276,367,341,110.0,157.0,207.0,8.0,433.0,9.0,48,1079,22,131,1090
357,2020-12-23 00:00:00+00:00,1671,1191,436,288,400,342,113.0,248.0,192.0,11.0,503.0,29.0,45,1227,21,133,1133
358,2020-12-24 00:00:00+00:00,1494,1138,469,242,351,356,128.0,171.0,213.0,9.0,575.0,20.0,64,1117,19,124,951
359,2020-12-25 00:00:00+00:00,1080,881,587,225,288,363,125.0,,184.0,11.0,,26.0,51,391,16,54,254
360,2020-12-26 00:00:00+00:00,1366,1089,638,260,394,430,108.0,194.0,188.0,11.0,530.0,28.0,54,330,16,48,142
361,2020-12-27 00:00:00+00:00,1720,1219,622,300,448,408,136.0,238.0,188.0,17.0,856.0,33.0,51,273,13,92,156
362,2020-12-28 00:00:00+00:00,1709,1224,592,286,383,320,108.0,181.0,161.0,18.0,721.0,30.0,47,184,7,90,238
363,2020-12-29 00:00:00+00:00,1697,1207,586,265,353,319,99.0,131.0,156.0,8.0,383.0,10.0,38,956,9,106,889
364,2020-12-30 00:00:00+00:00,1642,1188,570,286,372,286,125.0,167.0,161.0,8.0,388.0,27.0,48,1159,12,114,899
365,2020-12-31 00:00:00+00:00,1539,1160,505,223,286,247,133.0,123.0,167.0,9.0,296.0,18.0,52,1072,14,97,850
